step,x,y,yaw,speed,segment_name,lane_deviation,penalty_increment,total_penalty,raw_time,penalty_time,final_time,finished,final_forward,final_turn,residual_speed_delta,residual_steering_bias,strict_lane_correction
31,-0.5318117141723633,-1.109304666519165,-0.01401293370872736,2.04,normal_lane_following,0.03930466651916498,0.0,,,,,False,2.04,-0.2109272295947956,-0.04,-0.035,-0.0616619386672972
32,-0.4639243483543396,-1.105383038520813,0.05770272761583328,2.04,normal_lane_following,0.035383038520812926,0.0,,,,,False,2.04,-0.16909531107270495,-0.04,-0.035,-0.06319213294982895
33,-0.39637449383735657,-1.0975669622421265,0.11519564688205719,2.04,normal_lane_following,0.027566962242126403,0.0,,,,,False,2.04,-0.09592867147892131,-0.04,-0.035,-0.05299590015411361
34,-0.3291156589984894,-1.0875521898269653,0.14781200885772705,2.04,normal_lane_following,0.01755218982696527,0.0,,,,,False,2.04,-0.006159179165821198,-0.04,-0.035,-0.03267410182952865
35,-0.26187774538993835,-1.0773966312408447,0.14990632236003876,2.04,normal_lane_following,0.007396631240844665,0.0,,,,,False,2.04,0.06020472263311216,-0.04,-0.035,-0.006635693550109703
36,-0.19444625079631805,-1.0686194896697998,0.1294366866350174,2.04,normal_lane_following,0.0013805103302002575,0.0,,,,,False,2.04,0.08681767749642469,-0.04,-0.035,0.0
37,-0.12678466737270355,-1.0618362426757812,0.09991813451051712,2.04,normal_lane_following,0.008163757324218812,0.0,,,,,False,2.04,0.08208208477474334,-0.04,-0.035,0.0
38,-0.05895994231104851,-1.0569437742233276,0.07200977951288223,2.04,normal_lane_following,0.013056225776672425,0.0,,,,,False,2.04,0.06598186098104186,-0.04,-0.035,0.0
39,0.008956856094300747,-1.0535739660263062,0.0495758131146431,2.04,normal_lane_following,0.01642603397369391,0.0,,,,,False,2.04,0.051162471999242926,-0.04,-0.035,0.0
40,0.07692178338766098,-1.0513861179351807,0.03218057379126549,2.04,normal_lane_following,0.018613882064819398,0.0,,,,,False,2.04,0.03763535303734077,-0.04,-0.035,0.003707688331604167
41,0.3488962948322296,-1.0513343811035156,-0.019003618508577347,2.04,pedestrian_cow_area,0.018665618896484437,0.0,,,,,False,2.04,0.03479808031925222,-0.04,-0.035,0.009396093368530437
42,0.4168645143508911,-1.0534307956695557,-0.030835067853331566,2.08,pedestrian_cow_area,0.016569204330444398,0.0,,,,,False,2.08,0.018156138849776047,0.0,0.0,0.009530609130859539
43,0.4861503839492798,-1.056004524230957,-0.0371292345225811,2.08,pedestrian_cow_area,0.013995475769043031,0.0,,,,,False,2.08,0.0019103574976699904,0.0,0.0,0.004079931259155437
44,0.7632763981819153,-1.0667582750320435,-0.03977827727794647,2.08,pedestrian_cow_area,0.003241724967956605,0.0,,,,,False,2.08,-0.01385031223969505,0.0,0.0,0.0
45,0.8325681090354919,-1.0691828727722168,-0.034976787865161896,2.08,pedestrian_cow_area,0.0008171272277832653,0.0,,,,,False,2.08,-0.07284225637397222,0.0,0.0,0.0
46,0.9018985033035278,-1.069857120513916,-0.009724680334329605,2.08,pedestrian_cow_area,0.00014287948608404655,0.0,,,,,False,2.08,-0.07689872983847909,0.0,0.0,0.0
47,1.1786614656448364,-1.0540863275527954,0.09690875560045242,2.08,pedestrian_cow_area,0.012476954256262208,0.0,,,,,False,2.08,-0.07916368565665191,0.0,0.0,0.0
48,1.2474595308303833,-1.0454868078231812,0.12435214966535568,2.08,pedestrian_cow_area,0.01590763115498714,0.0,,,,,False,2.08,-0.072610991776818,0.0,0.0,0.0
49,1.316019892692566,-1.0351582765579224,0.14952440559864044,2.08,pedestrian_cow_area,0.01724429388977442,0.0,,,,,False,2.08,-0.08035694018179872,0.0,0.0,0.0023598410029665646
50,1.3842658996582031,-1.0229240655899048,0.17738226056098938,2.08,pedestrian_cow_area,0.01922077701355462,0.0,,,,,False,2.08,-0.08795384874375681,0.0,0.0,0.005835164113413498
51,1.6525744199752808,-0.9533811211585999,0.2993464171886444,2.08,normal_lane_following,0.028145119054201292,0.0,,,,,False,2.08,-0.13678856762767994,0.0,0.0,0.010974020235242016
52,1.7177813053131104,-0.9298173785209656,0.3467664122581482,1.035987679362297,normal_lane_following,0.027398924980881086,0.0,,,,,False,1.035987679362297,-0.2979754844029344,0.015987679362297058,-0.035,0.034177309540923365
53,1.7496123313903809,-0.9164263010025024,0.39821627736091614,1.05,normal_lane_following,0.024219617903334885,0.0,,,,,False,1.05,-0.3028324286591023,0.03,-0.017671331763267517,0.032237204950290824
54,1.7811096906661987,-0.9011642336845398,0.4512116014957428,1.05,normal_lane_following,0.022831170763875416,0.0,,,,,False,1.05,-0.30290967869065216,0.03,-0.032501883804798126,0.023971006548670702
55,1.8117544651031494,-0.8842546939849854,0.5042215585708618,1.05,normal_lane_following,0.023297569811250442,0.0,,,,,False,1.05,-0.2866136117188322,0.03,-0.005533382296562195,0.020361043986076084
56,1.8415125608444214,-0.8658300042152405,0.5543798804283142,1.05,normal_lane_following,0.020285327887941015,0.0,,,,,False,1.05,-0.32209002107087287,0.03,-0.035,0.021573681509251152
57,1.8701856136322021,-0.8457580208778381,0.6107460856437683,1.0290252608060837,normal_lane_following,0.018447823704572274,0.0,,,,,False,1.0290252608060837,-0.2559556553466254,0.00902526080608368,0.016020193696022034,0.01374185250864664
58,1.8973954916000366,-0.8248730301856995,0.6546429395675659,1.05,normal_lane_following,0.018509336353979212,0.0,,,,,False,1.05,-0.3088059122407935,0.03,-0.035,0.008964341631887914
59,1.9239683151245117,-0.8020935654640198,0.7086846828460693,0.7750791597366333,normal_lane_following,0.019727563042798407,0.0,,,,,False,0.7750791597366333,-0.28526100593494663,-0.004920840263366699,0.02792312204837799,0.009124274520345952
60,1.94295072555542,-0.7845672965049744,0.7455352544784546,1.05,normal_lane_following,0.021166309905807663,0.0,,,,,False,1.05,-0.31882176704021076,0.03,-0.035,0.01229166391127586
61,1.9673022031784058,-0.7594272494316101,0.8013294339179993,0.9972110730409622,normal_lane_following,0.02133330656704387,0.0,,,,,False,0.9972110730409622,-0.2275274898169078,-0.02278892695903778,0.035,0.016032405755099927
62,1.989510178565979,-0.7346938848495483,0.8391441702842712,1.05,normal_lane_following,0.021423864694783874,0.0,,,,,False,1.05,-0.2669565866459808,0.03,-0.035,0.016466597074314065
63,2.0116519927978516,-0.7075876593589783,0.8858625292778015,0.6728476554155349,normal_lane_following,0.01944312775478322,0.0,,,,,False,0.6728476554155349,-0.2321613597256293,-0.027152344584465027,0.035,0.016702048206438072
64,2.025383710861206,-0.6898542642593384,0.911898136138916,0.73,normal_lane_following,0.01888724884616505,0.0,,,,,False,0.73,-0.33509971457393123,0.03,-0.035,0.011552132162436373
65,2.039485216140747,-0.6700232625007629,0.9526684880256653,0.6654166400432586,normal_lane_following,0.02039820467444076,0.0,,,,,False,0.6654166400432586,-0.2448595927713894,-0.03458335995674133,0.035,0.010106847000029132
66,2.0518438816070557,-0.6516042351722717,0.9798240065574646,0.73,normal_lane_following,0.022375935887444263,0.0,,,,,False,0.73,-0.32713365473930495,0.03,-0.035,0.014035332153545977
67,2.064586877822876,-0.6308743357658386,1.019624948501587,0.6599999999999999,normal_lane_following,0.02314457323607141,0.0,,,,,False,0.6599999999999999,-0.22531700837464103,-0.04,0.035,0.019177433307355087
68,2.0756399631500244,-0.61185222864151,1.044409990310669,0.73,normal_lane_following,0.02357333465778688,0.0,,,,,False,0.73,-0.30998173531450535,0.03,-0.035,0.021175890413785668
69,2.0870635509490967,-0.590366780757904,1.082124948501587,0.6599999999999999,normal_lane_following,0.02500496697534008,0.0,,,,,False,0.6599999999999999,-0.21105928837142748,-0.04,0.035,0.022290670110245887
70,2.096937894821167,-0.5707069635391235,1.1053420305252075,0.73,normal_lane_following,0.026873509127829372,0.0,,,,,False,0.73,-0.2927657523339044,0.03,-0.035,0.026012914135884208
71,2.1070783138275146,-0.5485869646072388,1.1409623622894287,0.6599999999999999,normal_lane_following,0.029802215531791982,0.0,,,,,False,0.6599999999999999,-0.19067161516195835,-0.04,0.035,0.03087112373235637
72,2.1158246994018555,-0.5284001231193542,1.16193687915802,0.73,normal_lane_following,0.029614180427958964,0.0,,,,,False,0.73,-0.2670058930541295,0.03,-0.035,0.038485760382659155
73,2.1247684955596924,-0.5057698488235474,1.194422721862793,0.6599999999999999,normal_lane_following,0.030321880148983824,0.0,,,,,False,0.6599999999999999,-0.17138967026864427,-0.04,0.035,0.03799686911269331
74,2.13246750831604,-0.48516082763671875,1.2132755517959595,0.7297288596630096,normal_lane_following,0.0307635178723528,0.0,,,,,False,0.7297288596630096,-0.2529160856233869,0.029728859663009644,-0.035,0.039836888387357945
75,2.140275001525879,-0.4621235430240631,1.2440353631973267,0.6599999999999999,normal_lane_following,0.031630748076784454,0.0,,,,,False,0.6599999999999999,-0.1567729692880177,-0.04,0.035,0.04098514646811728
76,2.1469762325286865,-0.4411688446998596,1.2612802982330322,0.7092375576496124,normal_lane_following,0.03279402653764277,0.0,,,,,False,0.7092375576496124,-0.23596612860238592,0.009237557649612427,-0.035,0.04323994499963958
77,2.153547763824463,-0.4184541702270508,1.2891783714294434,0.6599999999999999,normal_lane_following,0.03342693117332553,0.0,,,,,False,0.6599999999999999,-0.14476976646700676,-0.04,0.035,0.0462644689978712
78,2.1593244075775146,-0.3972260057926178,1.305103063583374,0.6939660131931304,normal_lane_following,0.034255083928307624,0.0,,,,,False,0.6939660131931304,-0.21722891521309792,-0.006033986806869507,-0.035,0.04791002105064637
79,2.1648359298706055,-0.374759703874588,1.3302279710769653,0.6599999999999999,normal_lane_following,0.032912505451837486,0.0,,,,,False,0.6599999999999999,-0.13165234312570465,-0.04,0.035,0.050063218213599825
80,2.1697676181793213,-0.35331955552101135,1.344709038734436,0.673496600985527,normal_lane_following,0.031195388482162033,0.0,,,,,False,0.673496600985527,-0.2040458640470646,-0.02650339901447296,-0.035,0.046572514174777466
81,2.17429780960083,-0.33133137226104736,1.3676127195358276,0.6599999999999999,normal_lane_following,0.02995617252451014,0.0,,,,,False,0.6599999999999999,-0.13127305917872162,-0.04,0.035,0.04210801005362129
82,2.1784255504608154,-0.30972176790237427,1.3820525407791138,0.58,normal_lane_following,0.02905920022162668,0.0,,,,,False,0.58,-0.19639314924752033,-0.04,-0.035,0.038886048563726364
83,2.181691884994507,-0.2906661331653595,1.4010369777679443,0.58,normal_lane_following,0.02830811500549313,0.0,,,,,False,0.58,-0.1516160179524458,-0.04,0.035,0.036553920576229366
84,2.184678554534912,-0.271564781665802,1.4156930446624756,0.58,normal_lane_following,0.025321445465087855,0.0,,,,,False,0.58,-0.21233743351400786,-0.04,-0.035,0.034601099014282134
85,2.187272548675537,-0.2524060606956482,1.4362190961837769,0.58,normal_lane_following,0.022727451324462855,0.0,,,,,False,0.58,-0.1465562675815224,-0.04,0.03115418553352356,0.026835758209228424
86,2.1895947456359863,-0.23321262001991272,1.4503861665725708,0.58,normal_lane_following,0.020405254364013636,0.0,,,,,False,0.58,-0.20445961596774587,-0.04,-0.035,0.020091373443603424
87,2.191537380218506,-0.21397696435451508,1.4701508283615112,0.58,normal_lane_following,0.018462619781494105,0.0,,,,,False,0.58,-0.15053227800100755,-0.04,0.016085132956504822,0.014053661346435457
88,2.193199872970581,-0.19471503794193268,1.484702229499817,0.58,normal_lane_following,0.01680012702941891,0.0,,,,,False,0.58,-0.1904208045699755,-0.04,-0.035,0.009002811431884675
89,2.194507598876953,-0.17542576789855957,1.5031094551086426,0.58,normal_lane_following,0.015492401123046838,0.0,,,,,False,0.58,-0.14657987462627828,-0.04,0.001802682876586914,0.004680330276489167
90,2.1955418586730957,-0.1561199128627777,1.517279028892517,0.58,normal_lane_following,0.014458141326904261,0.0,,,,,False,0.58,-0.1699806979064328,-0.04,-0.035,0.0012802429199217796
91,2.196258544921875,-0.13679970800876617,1.5337107181549072,0.58,normal_lane_following,0.013741455078124964,0.0,,,,,False,0.58,-0.13661377403031313,-0.04,-0.013279989361763,0.0
92,2.1967201232910156,-0.11747173964977264,1.5469167232513428,0.58,normal_lane_following,0.01327987670898434,0.0,,,,,False,0.58,-0.1418305180348636,-0.04,-0.035,0.0
93,2.1969168186187744,-0.09813914448022842,1.5606273412704468,0.58,normal_lane_following,0.013083181381225552,0.0,,,,,False,0.58,-0.12247828127690201,-0.04,-0.029313527047634125,0.0
94,2.1968812942504883,-0.07880418002605438,1.572465419769287,0.58,normal_lane_following,0.013118705749511683,0.0,,,,,False,0.58,-0.11307686159699115,-0.04,-0.035,0.0
95,2.1966378688812256,-0.059472281485795975,1.583396077156067,0.58,normal_lane_following,0.013362131118774379,0.0,,,,,False,0.58,-0.09939102056013531,-0.04,-0.035,0.0
96,2.1962084770202637,-0.04014350473880768,1.5930038690567017,0.58,normal_lane_following,0.013791522979736293,0.0,,,,,False,0.58,-0.08608861031157095,-0.04,-0.035,0.0
97,2.195618152618408,-0.02081914432346821,1.6013256311416626,0.58,normal_lane_following,0.014381847381591761,0.0,,,,,False,0.58,-0.07372380212798844,-0.04,-0.035,0.0
98,2.1948904991149902,-0.0014994752127677202,1.6084522008895874,0.58,normal_lane_following,0.01510950088500973,0.0,,,,,False,0.58,-0.06233929710104842,-0.04,-0.035,0.0
99,2.1940460205078125,0.01781551167368889,1.614478588104248,0.58,normal_lane_following,0.015953979492187464,0.0,,,,,False,0.58,-0.0516239707331798,-0.04,-0.035,0.0002847023010252997
100,2.193105459213257,0.037126101553440094,1.6194686889648438,0.58,normal_lane_following,0.01689454078674313,0.0,,,,,False,0.58,-0.03990876138752797,-0.04,-0.035,0.0024803466796874092
101,2.1920902729034424,0.05643291771411896,1.6233265399932861,0.58,normal_lane_following,0.01790972709655758,0.0,,,,,False,0.58,-0.02884695954971517,-0.04,-0.035,0.004925806045532136
102,2.191021203994751,0.07573682814836502,1.6261149644851685,0.58,normal_lane_following,0.018978796005248988,0.0,,,,,False,0.58,-0.01867209214074245,-0.04,-0.035,0.007565290451049714
103,2.1899173259735107,0.09503872692584991,1.6279200315475464,0.58,normal_lane_following,0.020082674026489222,0.0,,,,,False,0.58,-0.007170362401051697,-0.04,-0.03274114429950714,0.01034486961364737
104,2.188800096511841,0.11433985084295273,1.628612995147705,0.58,normal_lane_following,0.021199903488159144,0.0,,,,,False,0.58,-0.0011264415335848123,-0.04,-0.035,0.01321495246887198
105,2.187680959701538,0.13364079594612122,1.628722071647644,0.58,normal_lane_following,0.02231904029846188,0.0,,,,,False,0.58,0.013695248683169962,-0.04,-0.027271904051303864,0.016119749069213776
106,2.18658709526062,0.1529432088136673,1.627398133277893,0.58,normal_lane_following,0.023412904739379847,0.0,,,,,False,0.58,0.012397313018736991,-0.04,-0.035,0.019029504776000888
107,2.185516595840454,0.17224696278572083,1.6261988878250122,0.7036969417333603,normal_lane_following,0.024483404159545863,0.0,,,,,False,0.7036969417333603,0.12693393971391786,-0.03630305826663971,-0.021870583295822144,0.021873552322387604
108,2.184605360031128,0.19564922153949738,1.6113126277923584,0.7,normal_lane_following,0.025394639968872035,0.0,,,,,False,0.7,0.09627049656241038,-0.04,-0.035,0.024656850814819244
109,2.183922052383423,0.21897441148757935,1.6000806093215942,0.7134667837619781,cone_area,0.026077947616577113,0.0,,,,,False,0.7134667837619781,0.09781129002771272,-0.02653321623802185,-0.024881452322006226,0.027026063919067294
110,2.183502197265625,0.2427530586719513,1.5884498357772827,0.66,cone_area,0.026497802734374964,0.0,,,,,False,0.66,0.0591161015557688,-0.08,-0.055,0.028802663803100495
111,2.1832568645477295,0.2647518217563629,1.581946849822998,0.66,cone_area,0.026743135452270472,0.0,,,,,False,0.66,0.1437217046561912,-0.08,0.03207975625991821,0.02989428710937491
112,2.183359384536743,0.28675180673599243,1.566137433052063,0.66,cone_area,0.0266406154632568,0.0,,,,,False,0.66,0.05146220939618606,-0.08,-0.055,0.03053215217590323
113,2.183586597442627,0.30875080823898315,1.5604764223098755,0.66,cone_area,0.02641340255737301,0.0,,,,,False,0.66,0.11765005396139062,-0.08,0.027695506811141968,0.030265600204467683
114,2.184098243713379,0.330745130777359,1.547534704208374,1.2999999999999998,cone_area,0.025901756286621058,0.0,,,,,False,1.2999999999999998,0.015874393077714943,-0.08,-0.055,0.02967484664916983
115,2.185255289077759,0.37406349182128906,1.5440948009490967,1.4087642776966094,cone_area,0.024744710922241175,0.0,,,,,False,1.4087642776966094,0.09979689318444981,0.028764277696609497,0.04781968891620636,0.028344566345214754
116,2.187608480453491,0.4209640920162201,1.5206626653671265,1.386271719932556,cone_area,0.022391519546508754,0.0,,,,,False,1.386271719932556,-0.01155521664280212,0.006271719932556152,-0.055,0.025336248397827058
117,2.18980073928833,0.46712133288383484,1.5233322381973267,1.3282934176921843,cone_area,0.02019926071166989,0.0,,,,,False,1.3282934176921843,0.06606783738232391,-0.05170658230781555,0.05466504395008087,0.01921795082092276
118,2.1925482749938965,0.5113130807876587,1.508705735206604,1.3598126518726348,cone_area,0.01745172500610348,0.0,,,,,False,1.3598126518726348,-0.05156776013739478,-0.020187348127365112,-0.055,0.013518077850341715
119,2.1948318481445312,0.5565829873085022,1.520392656326294,1.3188766139745711,cone_area,0.015168151855468714,0.0,,,,,False,1.3188766139745711,-0.01994522671190057,-0.06112338602542877,0.0026567429304122925,0.00637448501586905
120,2.1968541145324707,0.600499153137207,1.5247769355773926,1.5772281390428544,cone_area,0.013145885467529261,0.0,,,,,False,1.5772281390428544,-0.43381667216012354,-0.04277186095714569,-0.055,0.0004371948242186591
121,2.1932806968688965,0.6529526114463806,1.6388165950775146,1.54,cone_area,0.01671930313110348,0.0,,,,,False,1.54,-0.43415216250923927,-0.08,-0.055,0.0
122,2.1841180324554443,0.7034618854522705,1.750249981880188,1.54,cone_area,0.02588196754455563,0.0,,,,,False,1.54,-0.34066330875567913,-0.08,-0.055,0.00447018814086905
123,2.170579671859741,0.7529780268669128,1.837687611579895,1.54,cone_area,0.039420328140258754,0.0,,,,,False,1.54,-0.21072771224191306,-0.08,-0.055,0.028293115615844636
124,2.1543843746185303,0.8016897439956665,1.8917741775512695,1.47,cone_area,0.05561562538146969,3.0,,,,,False,1.47,-0.25645811420145226,-0.08,-0.055,0.06349285316467276
125,2.136035919189453,0.8471249341964722,1.9546059370040894,1.47,cone_area,0.07396408081054684,0.0,,,,,False,1.47,-0.1421580959131331,-0.08,-0.055,0.1056006259918212
126,2.116116523742676,0.8918939232826233,1.9894347190856934,1.47,cone_area,0.09388347625732418,0.0,,,,,False,1.47,-0.04877418050444628,-0.08,-0.055,0.11
127,2.09566330909729,0.9364213943481445,2.0013842582702637,1.47,cone_area,0.11433669090270993,0.0,,,,,False,1.47,0.02301086608987532,-0.08,-0.055,0.11
128,2.0754611492156982,0.9810652732849121,1.9957457780838013,1.5498935461044312,cone_area,0.13453885078430172,0.0,,,,,False,1.5498935461044312,0.07806087743749512,-0.00010645389556884766,-0.055,0.11
129,2.055114984512329,1.0285534858703613,1.9755809307098389,1.59,cone_area,0.15488501548767086,0.0,,,,,False,1.59,0.09722861998468242,0.04,-0.055,0.02
130,2.0355043411254883,1.0777922868728638,1.949815034866333,1.69,cone_area,0.17449565887451168,0.0,,,,,False,1.69,0.4900610232353211,0.04,-0.049938976764678955,0.02
131,2.022059917449951,1.1324979066848755,1.8117817640304565,1.69,cone_area,0.1879400825500488,0.0,,,,,False,1.69,0.4900628709793091,0.04,-0.04993712902069092,0.02
132,2.016270637512207,1.1885334253311157,1.6737462282180786,1.69,cone_area,0.19372936248779293,0.0,,,,,False,1.69,0.48534736126661304,0.04,-0.05465263873338699,0.02
133,2.018171787261963,1.2448348999023438,1.537039041519165,2.09,cone_area,0.19182821273803707,0.0,,,,,False,2.09,0.4870942839980126,0.04,-0.05290571600198746,0.02
134,2.0322465896606445,1.3130654096603394,1.3673667907714844,1.09,cone_area,0.17775341033935543,0.0,,,,,False,1.09,3.965,0.04,-0.055,0.02
135,2.0612356662750244,1.3349686861038208,0.6470546722412109,0.7000000000000001,cone_area,0.14876433372497555,0.0,,,,,False,0.7000000000000001,0.2649690505684134,-0.08,0.055,0.02
136,2.0802783966064453,1.3484529256820679,0.6161414980888367,0.8078182029724121,cone_area,0.12972160339355465,0.0,,,,,False,0.8078182029724121,-0.5068487516511865,0.02781820297241211,-0.055,0.02
137,2.101142168045044,1.3654762506484985,0.6843808889389038,0.7901000964641571,cone_area,0.10885783195495602,0.0,,,,,False,0.7901000964641571,-0.4314267105712991,0.010100096464157104,-0.055,0.11
138,2.120569944381714,1.3832579851150513,0.7411942481994629,0.7802751052379608,cone_area,0.0894300556182861,0.0,,,,,False,0.7802751052379608,-0.41836397118515345,0.00027510523796081543,-0.055,0.11
139,2.13877272605896,1.4018360376358032,0.7956016063690186,0.7673525500297547,cone_area,0.07122727394104,0.0,,,,,False,0.7673525500297547,-0.41047568422309066,-0.012647449970245361,-0.055,0.11
140,2.1556906700134277,1.4210206270217896,0.8480978608131409,0.7563441979885102,cone_area,0.05430932998657223,0.0,,,,,False,0.7563441979885102,-0.3908860794808806,-0.023655802011489868,-0.055,0.11
141,2.171414375305176,1.4407284259796143,0.8973731994628906,0.7509029793739319,cone_area,0.03858562469482418,0.0,,,,,False,0.7509029793739319,-0.4405162264869048,-0.029097020626068115,-0.055,0.10220425796508781
